irlmymel0dy,8.79E+17,2020/5/28 7:56," I am Pro-Police but those men are not police officers, They are murderers and just neglectful of their duties. It is the job of the officer to make sure all people are OK, They did nothing to help.",,,1
PKJlMINIE,1114840004,2020/5/28 7:56,Black lives matter does not mean that other lives do not. It is a message to convey the injustice black people have faced for years and continue to face everyday.,,,3
ShyGuyMalachi,1.02E+18,2020/5/28 7:56,"Your are an icon of modern American liberalism and justice for all Americans of all colors. A true Hero and a shining light to all of humanity. A very brave step to seek justice for George Floyd, May he rest in eternal peace.",,,2
mel_tpwk,811536727,2020/5/28 7:56,"I can not bring myself to click on the video of George Floyd. It makes my stomach drop each time I see a post about it. What he must have been thinking and feeling in those final moments is more than I can stand. I am just heartbroken for him and his family, I hope justice is served.",,,2
SophiaLamar1,2547790158,2020/5/28 7:56,How does Police Brutality and Murder affect oppressed communities.,,,1
rosesboner,1.11E+18,2020/5/28 7:56,"in the murder of George Floyd. But we must not stop there, the others involved need to face charges just standing by as George was taking his last breath.",,,1
xsofh,2852362846,2020/5/28 7:56,What hurts me most about George Floyd¡¯s untimely death is the fact that he was on the verge of changing his life for the better. He did not have the chance to rewrite his wrongs and that irritates my soul to the core.,,,2
happilix,7.46E+17,2020/5/28 7:56,"I will not share the video but i am sure you have all seen it. George Floyd was murdered in cold blood. There must be justice, This happens over and over again,. It must stop. I will not argue with anyone, If you are not with the cause then you are against it.",,,2
ActivistBowen2,313536147,2020/5/28 7:56,i wish i could say so many things about the George Floyd situation but English is not my first language so its hard to explain but it really breaks my heart i wish there was more we could do.,,,2
vteezs,7.71E+17,2020/5/28 7:56,"those garbage piles murdered George Floyd and all they get is fired. fuck that, throw them away, throw them into the ocean. i am fucking furious, this keeps happening and they keep getting off. ",,,1
nemlicks,1.14E+18,2020/5/28 7:56,"justice for George Floyd,That cop should rot in hell and get the rest of his life behind bars.",,,1
UGH_YOONGI,1.17E+18,2020/5/28 7:56,"If George Floyd was a Latino most of the Latino I know would be outraged and posting or talking about it, Why are you all so silent.",,,2
tinykoostars,1.10E+18,2020/5/28 7:56,Derek Chauvin and the other officers involved in the death of George Floyd deserve nothing less than the death penalty.,,,1
krugforprez,1.21E+18,2020/5/28 7:56,I decided to find out what happened and I am absolutely disgusted. The pure fact that these police officers soullessly took another life knowingly when he did not do anything wrong is absolute bullshit.,,,2
mythicalitys,1.16E+18,2020/5/28 7:56,"use your voice, use your platform, sign and share petitions, if you are white, use your privilege. ",,,2
aidenacharya,1.16E+18,2020/5/28 7:56,"PIGS In Minneapolis Fired Tear Gas, Stun Grenades and Rubber Bullets At Protesters Demanding Justice For George Floyd, A Black Man Who Died A Day Earlier After PIGS knelt On His Neck During An Arrest.",,,4
BhtAtakan,97901992,2020/5/28 7:56,you all still not understanding how fucking gross and demeaning the all lives matter movement is even AFTER the murder of George Floyd is so sickening.,,,2
blcbeak,1.12E+18,2020/5/28 7:56,"fuck you, i will say white people are racists all i want. ",,,3
little_bro_peep,4824524399,2020/5/28 7:56," How much is a black life worth,Apparently, less than nothing.",,,3
nickstwt,1.12E+18,2020/5/28 7:56,"this shit is so sad, there are PROTESTS for a worldwide pandemic and they are not doing nothing ab it, but as soon as they protest for the murder of George Floyd they start to take action.",,,4
saharhib,1.06E+18,2020/5/28 7:56,I can not watch any of these videos circling around of George Floyd because it absolutely breaks my heart and makes me so sick to my stomach.,,,2
tilldeathdxus,1.25E+18,2020/5/28 7:56,"as a black person living in Wisconsin it is a scary time for us all the time, senseless murder means more that needs to be spread more.",,,2
promiseinwinter,1.12E+18,2020/5/28 7:56,"I understand the protests, I just hope this does not become violence begetting violence where more innocents die.",,,4
tbslghosts,1.26E+18,2020/5/28 7:56,"Duluth protesters demand justice for George Floyd, block traffic near London Road.",,,4
Thefcknviking,243977423,2020/5/28 7:56,"The MURDER of George Floyd, Sending prayers and healing to his family.  Throw the book at the officer too, do not let law enforcement get anymore out of control.",,,2
FAIRYW0O,1.03E+18,2020/5/28 7:56,"Ethnocentrism, racism, and premeditated murder should be condemned by all political parties and public safety officials.",,,3
b_neilan,1209813816,2020/5/28 7:56," Justice for , Protests in Minneapolis following death of Black man pinned to ground by police.   ",,,4
regssss1,1.26E+18,2020/5/28 7:56,"the worst thing is that the situation is getting worse every time something like this happens, Really, snap out of racism, We are all WORTH peace and living. ",,,3
CIRCUSCLOWNARMY,1.10E+18,2020/5/28 7:56,"George Floyd and other innocent black people get murdered and silenced by the police everyday and it has to stop, you have a huge platform and you should use it to spread awareness.",,,2
PRETTYH0BI,1.16E+18,2020/5/28 7:56,"George Floyd killing, Protests erupt in Minneapolis after death of black man pinned down by white police officer.",,,4
mvlanies,1.23E+18,2020/5/28 7:56,"While most of the focus is appropriately focused on the firing and hopefully arrest or prosecution of the four officers involved in the death of George Floyd, there is another related issue specific to his murder that merits investigation, and that is the false report issued.",,,2
mr_jazz__,2748016562,2020/5/28 7:56,"sad to see the world going backwards, blessings and peace to George Floyd and his family and all else who have been affected by racist human beings and the abuse of authority.",,,2
babybenzradio,1.02E+18,2020/5/28 7:56,"this is all so horrible, how people treat other people, How could these racists even become  police officers. There is obviously a lack of verification when it comes to people who should actually PROTECT YOU.",,,3
DPRYEJI,8.16E+17,2020/5/28 7:56,news of innocent black people being murdered should not be a normal occurrence.,,,3
ARhysTay,1003130904,2020/5/28 7:56,"Racism is alive and well, and it is a system. White people like me benefit unfairly from that system. Black people like Ahmaud Arbery, George Floyd, and Christian Cooper are routinely abused and traumatized by that system.",,,3
FlLTERHOBl,7.35E+17,2020/5/28 7:56,"George Floyd and Nathaniel woods are only two of the many black people that were innocent a killed with no remorse. Nathaniel woods was sentenced to death row, and George Floyd could not BREATHE when that police officer was kneeing him.",,,2
JtKelly20,1.26E+18,2020/5/28 7:56,"Watching the murder of George Floyd by one of those thereto protect us was heart breaking, Soul destroying, Terrifying and so very real.",,,2
GeniusDBoyy,1.18E+18,2020/5/28 7:56,"It hurts every time there¡¯s a new name added to the list. My heart goes out to his family and friends who do not have time to grief because they are fighting to bring him justice.  speak up, use your white privilege, never stop fighting until it is known that. ",,,2
proudjeon,7.59E+17,2020/5/28 7:56," this is about real people who have their lives taken away for the colour of their skin,do not be silent, speak for them.",,,3
yobucknastyy,9.51E+17,2020/5/28 7:56,"America is horrible with its police brutality and murder issue and its only getting fucking worse,bring justice for George Floyd. ",,,1
hwaluvs,4862377634,2020/5/28 7:56,"I applaud the mayor of Minneapolis for taking a stand for justice for George Floyd, Lock all of their asses up for murder and throw away the key.",,,2
mrgobbie,7.22E+17,2020/5/28 7:56,"My stepfather on the phone,I would love to take a few shots at that asshole cop who killed George Floyd.",,,1
infinite_quinn,1591986228,2020/5/28 7:56,"George Floyd lost his life, the four officers lost their jobs. I hope these evil people get everything the law can hit them with. ",,,1
votive__,1.20E+18,2020/5/28 7:56,Did you notice all the white people who are standing up for George Floyd. Stop dividing America into black and white. That cop might be a racist but I promise you ZERO of your tweets will be read by racists.,,,3
septiic_raccoon,1.13E+18,2020/5/28 7:56,"One police officer is not responsible for George Floyd¡¯s murder, He had three other accomplices, all cops, Demand their arrest too.",,,1
tanjinros,3150506228,2020/5/28 7:56,This man is called George Floyd. He was not killed by a cop. He was killed by a murderer. You do not get to call yourself a cop if you do not help all. ,,,2
93FINELINE,1.22E+18,2020/5/28 7:56,"Rest In Peace George Floyd, Prayers out to you and your family, Seriously hurts my heart to see another black man lose his life to the gangs we call law enforcement.",,,2
shesafineline_,1.14E+18,2020/5/28 7:56,people really be giving john boyega backlash for saying he hates racist white people. they saying stuff like anyone can be racist or black people are also racist yeah they can be but is that what he is talking about.,,,3
KriKri808,1.09E+18,2020/5/28 7:56,"The current topic is Black Lives Matter because of the unlawful and horrendous killing of George Floyd, by saying All Lives Matter you are taking away the power and message of Black Lives Matter that many black lives are taken away unlawfully and without any justice.",,,3
shesafineline_,1.14E+18,2020/5/28 7:56,he is saying that because of the racist WHITE people another black man has been killed by the police who are meant to be PROTECTING ALL RACES but they are quick to jump when they get the chance to bring down another person of colour.,,,3
NAY0NADA,1.26E+18,2020/5/28 7:56,I was feeling really heavy when the news broke out about George Floyd. His death on top of both Breonna Taylor and Ahmaud Arbery has taken a toll on us as black people.,,,2
everdeenfitz,1.16E+18,2020/5/28 7:56,John Boyega Blasts Racists On Social Media Following George Floyd's Death.,,,3
S00DIOR,1.26E+18,2020/5/28 7:56,"being black in this society is like a crime, Everyday innocent people are targeted and killed just for being black.",,,3
madsquerade,8.91E+17,2020/5/28 7:56,"I see you George Floyd, I witnessed your death and i am not ok.",,,2
jensooIuv,1.16E+18,2020/5/28 7:56,"I think you should definitely lead prior to the election, Whenever Trump does not respond to current events, you should make your views known and your idea's heard on what needs to be fixed in Trump's America.",,,6
ignItachi,1.05E+18,2020/5/28 7:56,How disgusting is whats happening in the United States right now I do not even have words I hope George Floyd¡¯s family and other black people murdered by racist people or cops get justice.,,,2
hazelvantee,1.27E+18,2020/5/28 7:56,"Why should the color of someone skin define them as a person, why does the color of someone skin define their rights, black people are dying constantly even when their innocent.",,,3
FrumNewsReport,1.08E+18,2020/5/28 7:56,His name was George Floyd and he deserves justice. ,,,2
LatteBunss,1.25E+18,2020/5/28 7:56,"if they ever find the convict for the Murder of George Floyd. The worst thing they can do is either put them in jail for life, or give them a death sentence, those four  deserve it. ",,,1
s88alem,1.01E+18,2020/5/28 7:56,"Black and white  are no different in Islam but sometimes the politics of the country made this racism us we have seen more times since long time.so, the question is when the people are going to wake up of this issues.",,,3
M_Mendoza3,482611816,2020/5/28 7:56,The fact we need to sign petitions in order for the officers involved in George Floyd's murder to be arrested is disgusting. They purposely knelt on his neck until he stopped moving. ,,,1
Yeosangnatic,1.21E+18,2020/5/28 7:56,"the police force is a legalized terrorist organization designed to incarcerate, suppress, and bully rather than rehabilitate,George Floyd is a perfect example of this abuse of power.",,,1
tvwells,17839715,2020/5/28 7:56,My black American husband told me this morning he would never live in America again. It was a chilling moment of conviction and for me sadness that he feels utterly unsafe in his birthplace. ,,,3
dagoogie,7.78E+17,2020/5/28 7:56,"Minneapolis police officers killed George Floyd, a Black man, when they were called for a non-violent incident and used an unapproved choke hold. They have been fired, but they need to be out of law enforcement for good.",,,1
AgustDrunk,1.16E+18,2020/5/28 7:56,"I hate that the country I call home has such a love affair with racism that it can not bear to tear itself away from the insidious tendrils that worked their way through every institution imaginable,Every system is rigged at every turn for non-whites.",,,3
kennah_jo,1.25E+18,2020/5/28 7:56,something about the people watching and recording George Floyd's death does NOT sit right with me at all.,,,2
lukapark,513975751,2020/5/28 7:56,To the scumbags who killed George Floyd I hope you all get locked up and the key thrown away taken the life away from an innocent human being weather your black or white these police was playing the race card and yet again killed a black man.,,,1
kiIluajk,2524608471,2020/5/28 7:56,"I am both furious and heartbroken about George Floyd. I do not even know how to put either feeling into words to convey the volume of which I feel them. I do not know what it will take for this terror to end, but I hope the cops involved rot in prison. ",,,2
tetebubs,9.23E+17,2020/5/28 7:56,"My heart weeps for the tragic loss of George Floyd, these officers need to be charged with the max penalty, not just lose their jobs, This man NEVER deserved to die like this. ",,,1
j9won,1.21E+18,2020/5/28 7:56,"This George Floyd case is upsetting, I would say this, I bet if he were white and pinned to the ground and he complained he could not breathe, the officers would have relaxed the pressure.",,,2
atzwap,1.15E+18,2020/5/28 7:57,"George Floyd hurts differently, it upsets each time this because happens, but something about this man is making me feel on a different level.",,,2
0netrue7,1.25E+18,2020/5/28 7:57,Trump acts like he cares about the family of George Floyd but mark my words before the end of the week he will be tweeting that the four  officers are good people.,,,6
elizabeth_tighe,4502801834,2020/5/28 7:57,Please give me the equally long list of white people who are brutally and unjustly murdered by police each year and then we can say it is not a race issue .,,,3
tastedcherry,7.36E+17,2020/5/28 7:57,"Rest in piece George Floyd,Racism has taken another life.",,,3
QUEENVEE_NAs,2260277355,2020/5/28 7:57,"The fact that black people have to sign a petition to get justice in America is wild, May all the beautiful souls we have lost Rest In Peace . ",,,3
punnyjoonie,8.70E+17,2020/5/28 7:57,the fact that police are using tear gas on protesters is them pleading guilty in my eyes because if killing George Floyd was beneficial to their town there would not be protesters.,,,4
bumblebres,2204486918,2020/5/28 7:57,"What happened to George Floyd did not sit right with my spirit at all, i am ready to fight for us.",,,2
BryanYelton4,3326124483,2020/5/28 7:57,Justice will not be served until those who are unaffected are as outraged as those who are.,,,2
kpopsseuregii,1.10E+18,2020/5/28 7:57,"Right now it is very difficult indeed not to compare and, very unfavorably, contrast the differing treatment by US law enforcement of George Floyd.",,,5
tomcloutt,1.13E+18,2020/5/28 7:57,"The police officers involved in the death of George Floyd deserve to be prosecuted, not just fired.",,,1
KOSMICJOON,8.25E+17,2020/5/28 7:57,the mayor of Minneapolis asked why is not the cop who killed George Floyd in jail yet.,,,1
Legit_Quan,320430220,2020/5/28 7:57,Fix the problem with white Minneapolis Police Officers killing black citizens. The police are supposed to protect citizens not kill them.  The police officers involved in the homicide of George Floyd must be held accountable.,,,1
glad_irl,1.15E+18,2020/5/28 7:57,"Its so fucking unfair, George Floyd did not deserve this,Not one bit, And its so scary to think about how many people are dying simply because white people want to.",,,3
kpopsseuregii,1.10E+18,2020/5/28 7:57,"Even though was innocent, does it even matter,Innocent or guilty, NOBODY deserves this treatment. Nobody deserves to have their life taken by a piece of shit who thinks he is invincible just because he is a cop, while they lay helpless.",,,2
coIlettesjones,2160960512,2020/5/28 7:57,white people PLEASE stop acting or trying to be so fucking oppressed and maybe put your privilege to good use.,,,3
smileskoo,1.14E+18,2020/5/28 7:57,"Stories like George Floyd's get me so mad and upset. it is not just an American problem, it is a real issue here in the UK too, We need to do more in our communities to root out racism and profiling of the black community. Enough is enough, Perpetrators need to be severely punished.",,,3
luv_soph,1.25E+18,2020/5/28 7:57,"do not ignore something because it makes you uncomfortable. His name was George Floyd, He could not breathe.",,,2
megannmyerss,1.09E+18,2020/5/28 7:57,"you are so special and my heart breaks over George Floyd, That was murder, I hope the guy is attested.",,,2
AdrienJeffereys,1.24E+18,2020/5/28 7:57,This is actually an injustice since 90% of the innocent unarmed black people killed by whites were doing some pretty aggressive criminal stuff before they got taken down.,,,3
easelouvre,1.15E+18,2020/5/28 7:57,it is incredible that George Floyd was not a career criminal and died fighting police. ,,,2
awake_04,1.03E+18,2020/5/28 7:57,"it is amazing to me that this incident with George Floyd comes not even four years after Philando Castile, a man who was shot by an officer a mere 37 seconds into a conversation about a broken taillight.",,,2
gayplaguedoctor,1.21E+18,2020/5/28 7:57,"Hope the group of cops that murdered George Floyd loses their job, spend the rest of their lives in jail.",,,1
RoudesK,9.03E+17,2020/5/28 7:57,"No should ever have to see that, talk less of dying that way. What scares me is, he will not be the last, he just made the news.",,,2
heartxhead__,1.15E+18,2020/5/28 7:57,"George Floyd showed no signs that he was resisting, even when he was expressing the fact that he could not breathe with four pigs kneeling on him is just heart breaking. The fact that some dirty close minded people try to justify it, is just crazy and disgusting to me.",,,2
retrokasp,1.05E+18,2020/5/28 7:57,"We did not and would not deliver to a protest, What happened to George Floyd was an absolute tragedy. We stand with you all and call for those involved to be help accountable for their actions, We are doing our best to squash these rumors.",,,2
nekojiru_,1.17E+18,2020/5/28 7:57,the fact that it is even in question if the officers who were responsible for George Floyd¡¯s death should face jail time is SICK. ,,,1
DearestOsasO,172872185,2020/5/28 7:57, What do you think the numerous protests are for.Black people definitely have been loud enough. It just takes a while to deal with issues that are systemic.,,,2
juncIit,1.26E+18,2020/5/28 7:57,think we still have to be worried of facing death due to the colour of our skin. ,,,3
MOTS7BOT,1.22E+18,2020/5/28 7:57,"George Floyd. His life taken away at the hands of a cop, do not tell me there are good cops.  ",,,1
YoSoyMrBeard,433107665,2020/5/28 7:57,"The killing of George Floyd was cops acting like gangsters, There was no need for their actions, This could have been any of our kids. They can not get away with this type of action, Must be held accountable.",,,1
averagebwaystan,9.74E+17,2020/5/28 7:57,For anyone who has not heard of what happen to George Floyd I implore you to look it up and spread the word because as much as we do not want to admit it we are just re living history over and over again and why because he has a different color last time I checked he is human too.,,,2
GirlNamedBoston,7.55E+17,2020/5/28 7:57,He was murdered and there is no doubt he would still be alive had he been white. ,,,3
_tommosunshine,1.14E+18,2020/5/28 7:57,"The contrast between police response to lockdown protest and George Floyd protest, its so clear that we are not moving forward in this.",,,4
CHERSARKlSIAN,2495598693,2020/5/28 7:57,"all the lives matters, SPECIALLY BLACK ONES.we are living 2020  still today this horrible things happens and we can not be shut up.use your voice and speak for this lives,justice for them,we can not accept that. ",,,2
nytavialuv,1.01E+18,2020/5/28 7:57,"I feel so numb, so empty, so sad to my core, Knowing that a man was slowly brought to his death while agonizing for last few breaths. ",,,2
chuukeyk,1.16E+18,2020/5/28 7:57,This is my shield to protect me from the virus. What was George Floyd's shield to protect him from his murderers.,,,2
nyuIight,1.26E+18,2020/5/28 7:57,"how uncomfortable the George Floyd case is going to be for the Minneapolis Police Department. You know who was uncomfortable, GEORGE FLOYD And now he is dead. So spare me the inconvenience of a lawsuit and disgruntled Police Union.",,,2
joysIisa,9.09E+17,2020/5/28 7:57,"Please read or listen to Akilah Hughes¡¯ passionate, heartfelt rebuke of the murder of George Floyd and the system that allowed it, and will continue to allow murders like it.",,,2
Im_cry1n,1.25E+18,2020/5/28 7:57,police officers fucked up and should get charged.,,,1
tabpr,151067673,2020/5/28 7:57,"George Floyd was killed, he told the police he could not breath yet the police did nothing to help him, the police must answer for his murder, May He Rest In Peace.",,,1
Paschy_Noriz,2898896339,2020/5/28 7:57,"No place is safe for a black man, you go to America you will be marginalized for your skin colour, you go to South Africa Xenophobia, Wake up blacks spread awareness.",,,3
dynamitejieun,4847320905,2020/5/28 7:57,"if you see this please do not ignore it, let us spread awareness and remember the name George Floyd, He did not die, he was MURDERED . ",,,2
DailyHawkwoman,461251687,2020/5/28 7:57,"George Floyd death made me want to throw up, What also made me feel that way is that someone in the crowd had a sign fuck trump. Trump has the FBI on the case and said Justice will be served yet they still want say things like that.",,,6
spaceydemi,1.22E+18,2020/5/28 7:57,my heart hurts so so bad for what happened to George Floyd and so many other people who became victims of racism. I can not wrap my head around what happened. ,,,2
kikaeverdeen,8.28E+17,2020/5/28 7:57,"it is disgusting to see what is happening in US, It does not matter where we are from, our skin color, We are humans after all, Just human, do not judge and disrespect a person by her own color. Not only must justice be done, but also must be seen to be done.",,,3
ItsTanbirC,1.15E+18,2020/5/28 7:57,That police force needs a Black police chief sounds like unresolved race issues on the police force. ,,,3
ifoundmyjams,1.11E+18,2020/5/28 7:57," There are many cases of black people being treated like this with no real opportunity for justice,just like anyone else's. Social Injustice and Racial indifference should not be tolerated . ",,,3
lenaymaximoff,7.27E+17,2020/5/28 7:57,"i studied this movement in English class 2 months ago as if it was part of the past, and here we are again, the same scenario repeating over and over, George Floyd was murdered because of it is skin color. ",,,3
faraahbahja,1.22E+18,2020/5/28 7:57,how many people have been victim to police brutality.it is upsetting to think justice occurs only when there is global outrage.,,,2
hessogldn,8.84E+17,2020/5/28 7:57,"George Floyd, Your name has reached across the Atlantic to the UK, We will not forget it.",,,2
melinda_wvu,7.88E+17,2020/5/28 7:57,"We just need people to realize there are times where killing someone is necessary in police work, but we need to heavily train them to realize when it is justified to do so to prevent egregious cases like George Floyd from happening again.",,,2
tmaeusTestified,9.55E+17,2020/5/28 7:57,"The cops that killed George Floyd only gets terminated from their position and did not get charged, I think there are the law.",,,1
petermayer808,278194818,2020/5/28 7:57,"murder is murder, no matter the skin tone. someone is not a threat based on the color of their skin. the police officer that brutally murdered George Floyd should be in prison, along with the police officer that stood by and watched it happen. ",,,1
GalloglyMegan,8.81E+17,2020/5/28 7:57,"my thoughts and love to those of you affected, and I send all my strength and will to those that are standing against these injustices.",,,2
ukwhatromanoff,8.85E+17,2020/5/28 7:57,"George Floyd was a victim of police brutality, a white police officer pinned him down by the neck with his knee. the officer cut off his breath and Floyd died, please, everyone seeing this, use your voice. ",,,2
multifandoms35,9.02E+17,2020/5/28 7:57,"Silence is violence, Please do not stay silent, Please do not ignore this, Use any platform you have to help spread this .",,,2
jiminierosie,1379559624,2020/5/28 7:57,How are we supposed to trust our local authorities when they keep pulling shit like this just because of pure racism. And from what i have heard George Floyd died over A BOUNCED CHECK. I do believe our government is shit for protecting and condoning this behavior. ,,,5
kieranluthxr,1.07E+18,2020/5/28 7:57,"Good cops exist ,you just do not hear about it and this mentality that all cops are bad or evil is really damaging. Was George Floyd murdered, Absolutely and the cops involved should face life in prison, But not all cops are evil, Most are not.",,,1
black_royal_she,8.62E+17,2020/5/28 7:57,I sure hope the momentum of seeking justice for and all those slain by police does not fade like so many others in the past. I hope the murderers in this case actually get their due earthly punishment unlike so many others. ,,,1
wantedasalad,1.25E+18,2020/5/28 7:57,George Floyd's murderers will only be investigated and charged because the incident was caught on camera and received social media attention. Imagine the horrors that black Americans face daily knowing that the people who get paid to protect them are their killers.,,,1
ringdingbitch,8.56E+17,2020/5/28 7:57,Minneapolis police launch tear gas at protesters who are out again this evening demanding justice for George Floyd who was murdered by police on Monday. ,,,4
Valenlovesmina,8.61E+17,2020/5/28 7:57,I just signed a petition to demand that the four police officers involved in murdered George Floyd be arrested and charged immediately. ,,,1
can notbreetamed,3293659229,2020/5/28 7:57,"George Floyd did not deserve to die like this, it is just really sad how normal this has become, how many more lives have to be taken for people to understand that black lives matter.",,,2
ruthcullinan3,8.02E+17,2020/5/28 7:57,if you are neutral or stay silent when innocent black people are losing their lives you are no better than the racists .,,,3
HannahAllam,56081005,2020/5/28 7:57,Protesters Clash With Minneapolis Police After George Floyd's Death.,,,4
2USUME,1.04E+18,2020/5/28 7:57,"Every time I think of George Floyd, I cry. It haunts me, i am going to remember this man for the rest of my life.",,,2
deathsqeIIs,1373403770,2020/5/28 7:57,"My whole heart aches for Mr George Floyd and his family, This is wretched, It needs to stop,Now. ",,,2
elitegrqnt,2720225327,2020/5/28 7:57,"The George Floyd situation is going pretty bad, but unfortunately it is one out of many and governments are turning a blind eye,this go to get real bad .",,,5
LeahBol11963729,1.18E+18,2020/5/28 7:57,"JUSTICE FOR GEORGE FLOYD,He was MURDERED by RACIST cops.These men should be jailed,JAIL THEM,All FOUR of them.",,,1
AnmarieInMn,9.31E+17,2020/5/28 7:57,"To no one¡¯s surprise, the righteous protest has turned to violence, vandalism, and looting.",,,4
Suzzzzeee1,3145408111,2020/5/28 7:57,"we all know that BlackLivesMatters, but you can do more than tweet about it, please sign this petition to demand justice for George Floyd, use your voice for change.",,,2
swtjournals,1.25E+18,2020/5/28 7:57,their horrible actions should not harm the lives of the millions who do it right everyday.,,,2
gwynbelI,554131305,2020/5/28 7:57,"With that being said, all officers involved with the death of George Floyd should be terminated from their position and prosecuted by law. ",,,1
selssrare,9.93E+17,2020/5/28 7:57,It breaks my heart that there are still racist monsters alive. ,,,3
kissymichaels,9.51E+17,2020/5/28 7:57,"why is there still something like this, this is not something to be proud of like the police who did it innocently. ",,,2
honeyyblade,1.15E+18,2020/5/28 7:57,"Minneapolis's mayor is calling on the county attorney to charge the white police officer who was filmed kneeling on George Floyd¡¯s neck before he died,Why is the man who killed George Floyd not in jail.",,,1
OneNyarko,3247998064,2020/5/28 7:57,"We hope this does not become like every other police brutality case where obviously the police get by, That policeman is a murderous human being.",,,1
GodblessTubure,374256575,2020/5/28 7:57,"Watched the video of George Floyd today,And I honestly feel sick, I hate this world we live in, I hate it so so much.",,,2
lifexmeequals,4820802777,2020/5/28 7:57,Why is it being resurfaced while everyone is mourning the death of George Floyd.My point is some people always find a way to make the situation about them. ,,,2
sweatergoduwu,1.11E+18,2020/5/28 7:57,Use your privilege and use your voice. Demand justice or change will not happen. ,,,2
FALLlNGAGAIN,8.74E+17,2020/5/28 7:57,"please do not share videos about the George Floyd murder, i am trying so hard to avoid it for my peace of mind.",,,2
sapphics4sokka,1.22E+18,2020/5/28 7:57,white people really just continue to not even attempt to understand what oppression means.,,,3
dumbbbicthjuice,8.87E+17,2020/5/28 7:57,what happened to George Floyd is absolutely sick and it is a very clear presentation of the prevalent racism against black people in this country. ,,,3
tashinaJWilliam,9.94E+17,2020/5/28 7:57,Racism is very much alive in our present days society. I am a BLACK young adult am scared because I never know what today or tomorrow will hold for me or for a family member.  I am tired of seeing preventable deaths and injustice within this system.,,,3
wckstyles,1.26E+18,2020/5/28 7:57,"George Floyd is a black man in his forties, He was arrested by police in Minnesota for allegedly forging a check. Upon his arrest, a white police officer knelt on his neck, Despite constant pleas from George and onlookers, he continued the vicious action. ",,,1
snowtimetaetaet,1.24E+18,2020/5/28 7:57, just read about what happened to George Floyd and i am crying. people are now protesting in Minnesota and are being tear gassed and shot with rubber bullets.,,,4
nctctrI,2500071319,2020/5/28 7:57,The police officer who killed George Floyd should be charged with murder.,,,1
crueIjimin,2251328634,2020/5/28 7:57,The sad part about all of this is that everyone¡¯s going to go back to being quiet in a few days when it comes to acknowledging police brutality.,,,2
SketcherLays17,1.23E+18,2020/5/28 7:57,"What those police officers did was not right in anyway. In any shape of form, I pray for the family and hope they are doing well. So much support for this man that most of us had never heard of or met.",,,2
jaemssite,1.19E+18,2020/5/28 7:57,"He stood up for people, he was there for people when they were down, he loved people that were thrown away. We prayed over every meal, we prayed if we were having a hard time, we prayed if we were having a good time.",,,2
rilgwilym,1.04E+18,2020/5/28 7:57,Black people are the most attacked and oppressed community in the world. The senseless violence and discrimination they are subjected to is inhumane and they should be respected and protected.,,,3
itsharambanter,9.60E+17,2020/5/28 7:57,i am sorry but the lose of a job is not comparable to the loss of a life.do not give him the opportunity to get another job because George Floyd did not get an opportunity for another life.,,,2
rosieahin,1.21E+18,2020/5/28 7:57,"President Trump is speaking out about the killing of George Floyd, saying federal law enforcement is on the case and promising there will be justice.",,,6
KUROMIPISS_,1.17E+18,2020/5/28 7:57,"George Floyd was murdered, there is no other description for what happened, and it is not okay. This kind of thing happens far too often, and it is not fucking okay.",,,2
wenvrrllyspoke,1.25E+18,2020/5/28 7:57,"These cops have probably been doing it a lot, and sadly this time something went wrong , George Floyd died. Everyone involved should be charged and face justice.",,,1
Tired_Barnes,379889006,2020/5/28 7:57,"Its apparent that the Minneapolis police officer who killed George Floyd is not going to change, The city must make the change for him.",,,1
jimifairry,1.20E+18,2020/5/28 7:57,"GEORGE FLOYD said he could not breathe and they used their white power to get away with murdering him. they are disgusting inhumane cold blooded murderers. i do not have words for what they are and what they deserve but they deserve an AGONIZING, MISERABLE life.",,,1
wendysaegyo,1.16E+18,2020/5/28 7:57,"could not bring myself to watch the video of George Floyd, finally saw it play on the news . the saddest part is hearing him repeatedly say to officers , I can not breathe  officer I broke out in tears.",,,2
txtgyus,1.14E+18,2020/5/28 7:57,"George Floyd was murdered. murder is a crime, so arrest those responsible for his death, it is that simple.",,,1
GRAYSTOAST,1.08E+18,2020/5/28 7:57,"NO ONE should have to walk the streets being afraid because of the color of their skin. racism and oppression is REAL, do not ignore these issues for anything, keep spreading NOW.",,,3
homoveIvet,1.23E+18,2020/5/28 7:57,"by staying silent you are signing the death sentence of so many black people. speak up, use your privilege and speak up, that is the only way that real change can occur. ",,,2
CorporatePiggie,3352535234,2020/5/28 7:57,"Protester and cops out in force in Minneapolis tonight,because of the murder.",,,4
nohifi,7.42E+17,2020/5/28 7:57,if you can not take 2 seconds out of your day to speak up against the injustice black people face in this country on a day to day basis please unfollow me.,,,3
flvrchan,1726739790,2020/5/28 7:57,"Everyone please do what you can to spread awareness. Tweet, sign petitions, anything you can to help and speak up.  ",,,2
cardansduartes,1.07E+18,2020/5/28 7:57,"The fact that the man who brutally killed George Floyd has not been charged for murder yet is absolutely inexcusable and makes me sick, He deserves to rot in jail or be given the chair.",,,1
Legit_Quan,320430220,2020/5/28 7:57,"i do not believe in all cops are bastards but i DO believe that some cops abuse their power and do not deserve it. George Floyd was KILLED for writing a bad check, it was unnecessary, he deserves JUSTICE.",,,1
